FAMILY	GENUS	SPECIES	CAAB CODE
Bathygadidae	Bathygadus	cottoides	37232030
Scorpaenidae	Scorpaenodes	varipinnis	37287080
Serranidae	Anyperodon	leucogrammicus	37311085
Arhynchobatidae	Pavoraja	umbrosa	37031026
Rajidae	Dentiraja	falloarga	37031030
Gempylidae	Rexichthys	johnpaxtoni	37439014
Malacanthidae	Branchiostegus	hedlandensis	37331003
Congridae	Gorgasia	preclara	37067026
Ophidiidae	Neobythites	nigriventris	37228058
Ophidiidae	Neobythites	unimaculatus	37228061
Gobiidae	Mugilogobius	rivulus	37428353
Samaridae	Samariscus	triocellatus	37461025
Gobiidae	Psammogobius	biocellatus	37428025
Priacanthidae	Priacanthus	sagittarius	37326009
Lethrinidae	Lethrinus	harak	37351017
Ambassidae	Ambassis	jacksoniensis	37310012
Urolophidae	Urolophus	mitosis	37038011
Gonostomatidae	Cyclothone	acclinidens	37106013
Ophidiidae	Genypterus	tigerinus	37228008
Gonostomatidae	Cyclothone	pseudopallida	37106019
Acanthuridae	Acanthurus	nigricans	37437012
Syngnathidae	Corythoichthys	ocellatus	37282050
Serranidae	Epinephelus	miliaris	37311177
Lethrinidae	Monotaxis	grandoculis	37351026
Apogonidae	Vincentia	punctata	37327123
Tetraodontidae	Chelonodontops	patoca	37467015
Echeneidae	Phtheirichthys	lineatus	37336003
Holocentridae	Sargocentron	tiereoides	37261031
Dactylopteridae	Dactyloptena	macracanthus	37308003
Pegasidae	Pegasus	volitans	37309002
Labridae	Labroides	bicolor	37384130
Labridae	Bodianus	frenchii	37384057
Lutjanidae	Lutjanus	lemniscatus	37346010
Apogonidae	Paxton	concilians	37327141
Labridae	Choerodon	schoenleinii	37384010
Epigonidae	Epigonus	denticulatus	37327010
Apogonidae	Apogon	crassiceps	37327051
Melanostomiidae	Eustomias	vitiazi	37109020
Anguillidae	Anguilla	reinhardtii	37056002
Monacanthidae	Cantheschenia	longipinnis	37465053
Labridae	Novaculichthys	taeniourus	37384140
Monacanthidae	Oxymonacanthus	longirostris	37465062
Gobiidae	Eviota	nigriventris	37428127
Lutjanidae	Lutjanus	adetii	37346033
Atherinidae	Atherinason	hepsetoides	37246004
Gobiidae	Cryptocentrus	maudae	37428104
Syngnathidae	Syngnathoides	biaculeatus	37282100
Plesiopidae	Assessor	flavissimus	37316003
Labridae	Cheilio	inermis	37384070
Macrouridae	Coryphaenoides	filicauda	37232049
Atherinidae	Atherinosoma	elongata	37246010
Macrouridae	Sphagemacrurus	pumiliceps	37232069
Acanthoclinidae	Belonepterygion	fasciolatum	37319002
Glaucosomatidae	Glaucosoma	magnificum	37320002
Triglidae	Lepidotrigla	argus	37288032
Schindleriidae	Schindleria	pietschmanni	37424001
Chaetodontidae	Coradion	chrysozonus	37365004
Gobiidae	Drombus	globiceps	37428022
Microdesmidae	Gunnellichthys	viridescens	37435006
Pomacanthidae	Centropyge	vrolikii	37365032
Anotopteridae	Anotopterus	vorax	37129001
Macrouridae	Coelorinchus	argentatus	37232021
Tetraodontidae	Contusus	richei	37467001
Ophichthidae	Ophichthus	altipennis	37068030
Triglidae	Lepidotrigla	larsonae	37288035
Serranidae	Acanthistius	pardalotus	37311132
Labridae	Notolabrus	fucicola	37384021
Kyphosidae	Kyphosus	bigibbus	37361021
Zanclidae	Zanclus	cornutus	37437001
Lutjanidae	Etelis	radiosus	37346058
Bothidae	Asterorhombus	cocosensis	37460057
Paralichthyidae	Pseudorhombus	neglectus	37460060
Blenniidae	Entomacrodus	striatus	37408037
Pempherididae	Parapriacanthus	elongatus	37357002
Pomacentridae	Plectroglyphidodon	phoenixensis	37372103
Pomacentridae	Pomacentrus	coelestis	37372111
Creediidae	Creedia	haswelli	37395001
Creediidae	Limnichthys	fasciatus	37395005
Gobiidae	Redigobius	balteatus	37428243
Antennariidae	Abantennarius	dorehensis	37210019
Tetraodontidae	Canthigaster	bennetti	37467037
Blenniidae	Cirripectes	quagga	37408016
Triglidae	Lepidotrigla	mulhalli	37288008
Scyliorhinidae	Atelomycterus	macleayi	37015028
Balistidae	Xanthichthys	caeruleolineatus	37465087
Pomacentridae	Abudefduf	bengalensis	37372003
Plesiopidae	Plesiops	gracilis	37316020
Trichiuridae	Lepturacanthus	savala	37440009
Nemipteridae	Nemipterus	virgatus	37347009
Pomacentridae	Chromis	nitida	37372049
Gobiidae	Egglestonichthys	bombylios	37428330
Carangidae	Trachinotus	botla	37337066
Ophiclinidae	Ophiclinus	antarcticus	37414008
Balistidae	Odonus	niger	37465061
Alepocephalidae	Photostylus	pycnopterus	37114007
Pomacanthidae	Centropyge	eibli	37365024
Plotosidae	Plotosus	lineatus	37192002
Labridae	Coris	gaimard	37384094
Monacanthidae	Pseudomonacanthus	elongatus	37465029
Labridae	Cymolutes	torquatus	37384100
Blenniidae	Stanulus	seychellensis	37408084
Gobiidae	Gobiopsis	liolepis	37428166
Muraenidae	Gymnothorax	annasona	37060064
Nemipteridae	Nemipterus	celebicus	37347004
Gobiidae	Cryptocentroides	gobioides	37428093
Gobiidae	Istigobius	goldmanni	37428175
Aploactinidae	Paraploactis	intonsa	37290010
Syngnathidae	Halicampus	boothae	37282107
Tetrarogidae	Ocosia	zaspilota	37287059
Blenniidae	Cirripectes	polyzona	37408015
Bythitidae	Grammonus	robustus	37228071
Microdesmidae	Gunnellichthys	monostigma	37435004
Nemipteridae	Nemipterus	aurifilum	37347025
Synaphobranchidae	Synaphobranchus	affinis	37070003
Gobiidae	Periophthalmus	minutus	37428221
Scorpaenidae	Scorpaenodes	guamensis	37287074
Cynoglossidae	Paraplagusia	sinerama	37463022
Gobiidae	Priolepis	akihitoi	37428297
Malacanthidae	Hoplolatilus	starcki	37331008
Syngnathidae	Vanacampus	phillipi	37282023
Gobiidae	Amblyeleotris	fasciata	37428034
Pomacentridae	Dascyllus	aruanus	37372073
Exocoetidae	Exocoetus	monocirrhus	37233011
Myctophidae	Bolinichthys	longipes	37122025
Plesiopidae	Trachinops	noarlungae	37316017
Odontaspididae	Odontaspis	ferox	37008003
Scombridae	Scomberomorus	commerson	37441007
Carangidae	Alepes	vari	37337067
Trachichthyidae	Optivus	agrammus	37255016
Blenniidae	Nannosalarias	nativitatis	37408057
Bothidae	Taeniopsetta	ocellata	37460064
Pomacentridae	Chrysiptera	hemicyanea	37372063
Serranidae	Epinephelus	corallicola	37311066
Gobiidae	Cryptocentrus	cebuanus	37428097
Ophidiidae	Homostolus	acer	37228028
Synanceiidae	Inimicus	caledonicus	37287055
Dasyatidae	Hemitrygon	fluviorum	37035008
Torpedinidae	Tetronarce	nobiliana	37028003
Chaetodontidae	Chaetodon	ornatissimus	37365047
Pomacanthidae	Centropyge	flavissima	37365026
Triglidae	Lepidotrigla	grandis	37288033
Monacanthidae	Anacanthus	barbatus	37465010
Tetraodontidae	Lagocephalus	lagocephalus	37467023
Squalidae	Squalus	megalops	37020006
Labridae	Scarus	schlegeli	37386029
Tetraodontidae	Torquigener	pleurogramma	37467030
Clinidae	Heteroclinus	macrophthalmus	37416012
Muraenesocidae	Oxyconger	leptognathus	37063001
Serrivomeridae	Serrivomer	bertini	37075002
Macrouridae	Coryphaenoides	murrayi	37232052
Macrouridae	Nezumia	spinosa	37232068
Triakidae	Furgaleus	macki	37017003
Sphyrnidae	Sphyrna	lewini	37019001
Macrouridae	Cynomacrurus	piriei	37232054
Carangidae	Seriola	hippos	37337007
Carangidae	Caranx	sexfasciatus	37337039
Apogonidae	Foa	fo	37327095
Syngnathidae	Dunckerocampus	dactyliophorus	37282057
Diretmidae	Diretmus	argenteus	37254002
Glaucosomatidae	Glaucosoma	scapulare	37320003
Gobiidae	Redigobius	macrostoma	37428246
Labridae	Halichoeres	prosopeion	37384120
Serranidae	Pseudanthias	smithvanizi	37311125
Chaetodontidae	Chelmon	rostratus	37365017
Pomacentridae	Chromis	chrysura	37372038
Brachionichthyidae	Sympterichthys	unipennis	37209003
Antennariidae	Histrio	histrio	37210025
Moridae	Pseudophycis	palmata	37224006
Galaxiidae	Galaxias	maculatus	37102006
Apogonidae	Ostorhinchus	chrysotaenia	37327047
Soleidae	Synclidopus	macleayanus	37462018
Percophidae	Bembrops	nelsoni	37393015
Tetrarogidae	Glyptauchen	panduratus	37287023
Uranoscopidae	Kathetostoma	nigrofasciatum	37400004
Engraulidae	Encrasicholina	punctifer	37086002
Chaetodontidae	Amphichaetodon	howensis	37365020
Gempylidae	Rexea	solandri	37439002
Ariidae	Neoarius	graeffei	37188005
Blenniidae	Petroscirtes	mitratus	37408074
Lethrinidae	Lethrinus	miniatus	37351009
Paralepididae	Lestidium	nudum	37126002
Holocentridae	Sargocentron	lepros	37261025
Carcharhinidae	Carcharhinus	altimus	37018012
Cepolidae	Acanthocepola	krusensternii	37380003
Astronesthidae	Borostomias	mononema	37108011
Pleuronectidae	Ammotretis	lituratus	37461004
Ophichthidae	Pisodonophis	cancrivorus	37068002
Antennariidae	Antennarius	commerson	37210018
Clinidae	Heteroclinus	tristis	37416009
Acanthuridae	Zebrasoma	veliferum	37437037
Bothidae	Bothus	pantherinus	37460048
Synodontidae	Synodus	indicus	37118009
Congridae	Gnathophis	grahami	37067028
Bothidae	Arnoglossus	macrolophus	37460063
Sciaenidae	Larimichthys	pamoides	37354026
Labridae	Siphonognathus	radiatus	37385007
Blenniidae	Cirripectes	filamentosus	37408013
Lutjanidae	Lutjanus	biguttatus	37346039
Pomacentridae	Plectroglyphidodon	imparipennis	37372099
Pinguipedidae	Parapercis	multiplicata	37390016
Blenniidae	Entomacrodus	thalassinus	37408038
Myctophidae	Diaphus	hudsoni	37122061
Veliferidae	Velifer	hypselopterus	37269002
Syngnathidae	Kimblaeus	bassensis	37282083
Labridae	Choerodon	rubescens	37384039
Congrogadidae	Congrogadus	amplimaculatus	37411002
Brachionichthyidae	Brachionichthys	australis	37209005
Sillaginidae	Sillago	ciliata	37330010
Congridae	Scalanago	lateralis	37067020
Scombridae	Thunnus	maccoyii	37441004
Labridae	Pseudocoris	aequalis	37384207
Fistulariidae	Fistularia	petimba	37278002
Balistidae	Sufflamen	fraenatum	37465014
Muraenidae	Uropterygius	nagoensis	37060012
Tripterygiidae	Apopterygion	alta	37415007
Myctophidae	Diaphus	danae	37122001
Myctophidae	Diaphus	coeruleus	37122006
Labridae	Pseudocheilinus	hexataenia	37384143
Neosebastidae	Maxillicosta	scabriceps	37287007
Tripterygiidae	Enneapterygius	elegans	37415037
Ceratiidae	Ceratias	holboelli	37220002
Labridae	Bodianus	loxozonus	37384059
Labridae	Decodon	pacificus	37384101
Batrachoididae	Batrachomoeus	trispinosus	37205003
Blenniidae	Parablennius	intermedius	37408067
Bramidae	Pterycombus	petersii	37342007
Soleidae	Aseraggodes	lenisquamis	37462040
Sciaenidae	Johnius	borneensis	37354007
Apogonidae	Cheilodipterus	parazonatus	37327092
Tetraodontidae	Lagocephalus	lunaris	37467012
Batrachoididae	Halophryne	ocellatus	37205005
Apogonidae	Fowleria	vaiulae	37327096
Macrouridae	Macrouroides	inflaticeps	37232063
Cheilodactylidae	Cheilodactylus	fuscus	37377009
Apogonidae	Ostorhinchus	fasciatus	37327158
Serranidae	Epinephelus	rivulatus	37311022
Apogonidae	Ostorhinchus	norfolcensis	37327124
Neosebastidae	Neosebastes	incisipinnis	37287019
Ophichthidae	Myrichthys	colubrinus	37068025
Tetraodontidae	Omegophora	cyanopunctata	37467048
Priacanthidae	Cookeolus	japonicus	37326002
Melanostomiidae	Photonectes	braueri	37109031
Callionymidae	Calliurichthys	australis	37427013
Gobiidae	Austrolethops	wardi	37428060
Pentanchidae	Asymbolus	submaculatus	37015010
Ariidae	Hexanematichthys	mastersi	37188007
Bothidae	Arnoglossus	waitei	37460045
Gobiidae	Trimma	anaima	37428336
Callionymidae	Repomucenus	leucobranchialis	37427048
Pseudochromidae	Pseudochromis	wilsoni	37313018
Sphyraenidae	Sphyraena	pinguis	37382001
Chaetodontidae	Chaetodon	kleinii	37365040
Pomacentridae	Chromis	weberi	37372054
Pomacentridae	Dischistodus	darwiniensis	37372076
Gonostomatidae	Cyclothone	microdon	37106016
Melanostomiidae	Melanostomias	pauciradius	37109025
Labridae	Cetoscarus	ocellatus	37386007
Pinguipedidae	Parapercis	allporti	37390001
Urolophidae	Urolophus	piperatus	37038019
Holocentridae	Neoniphon	sammara	37261019
Pomacentridae	Pomacentrus	alexanderae	37372143
Epigonidae	Rosenblattia	robusta	37327114
Myctophidae	Diogenichthys	atlanticus	37122042
Lethrinidae	Lethrinus	lentjan	37351007
Eurypharyngidae	Eurypharynx	pelecanoides	37079001
Soleidae	Soleichthys	serpenpellis	37462046
Bathygadidae	Gadomus	aoteanus	37232119
Sillaginidae	Sillaginodes	punctatus	37330001
Labridae	Scarus	rivulatus	37386027
Phycidae	Gaidropsarus	novaezealandiae	37226001
Scorpaenidae	Sebastapistes	tinkhami	37287118
Sciaenidae	Nibea	microgenys	37354023
Tripterygiidae	Enneapterygius	philippinus	37415031
Cepolidae	Acanthocepola	abbreviata	37380002
Alepocephalidae	Mirognathus	normani	37114015
Melanostomiidae	Melanostomias	valdiviae	37109027
Pteroidae	Dendrochirus	biocellatus	37287095
Carcharhinidae	Glyphis	garricki	37018042
Diodontidae	Cyclichthys	orbicularis	37469007
Champsodontidae	Champsodon	longipinnis	37401002
Pomacentridae	Neoglyphidodon	melas	37372084
Pseudochromidae	Manonichthys	splendens	37313015
Soleidae	Brachirus	aspilos	37462035
Eleotridae	Incara	multisquamatus	37429029
Microdesmidae	Parioglossus	formosus	37435010
Gobiidae	Valenciennea	muralis	37428283
Trachipteridae	Trachipterus	jacksonensis	37271001
Clupeidae	Amblygaster	sirm	37085006
Cyttidae	Cyttus	novaezealandiae	37264005
Muraenidae	Rhinomuraena	quaesita	37060058
Melanostomiidae	Melanostomias	niger	37109023
Gobiidae	Amoya	madraspatensis	37428052
Cyttidae	Cyttus	australis	37264002
Apogonidae	Pseudamia	amblyuroptera	37327106
Rajidae	Dentiraja	oculus	37031031
Gobiidae	Sueviota	lachneri	37428255
Chaetodontidae	Chaetodon	punctatofasciatus	37365051
Zoarcidae	Melanostigma	gelatinosum	37231001
Balistidae	Sufflamen	bursa	37465078
Gobiesocidae	Aspasmogaster	liorhyncha	37206005
Pseudochromidae	Pseudochromis	andamanensis	37313034
Serranidae	Cephalopholis	sonnerati	37311045
Gobiidae	Pleurosicya	fringilla	37428229
Labridae	Cirrhilabrus	morrisoni	37384189
Percophidae	Bembrops	curvatura	37393012
Melanostomiidae	Echiostoma	barbatum	37109006
Macrouridae	Coelorinchus	smithi	37232114
Apogonidae	Pseudamia	hayashii	37327108
Syngnathidae	Idiotropiscis	australe	37282034
Cheilodactylidae	Nemadactylus	macropterus	37377003
Grammistidae	Belonoperca	chabanaudi	37312005
Acanthuridae	Acanthurus	bariene	37437006
Bramidae	Brama	brama	37342001
Gobiidae	Cryptocentrus	insignitus	37428101
Engraulidae	Stolephorus	waitei	37086016
Lethrinidae	Lethrinus	variegatus	37351014
Clupeidae	Hyperlophus	translucidus	37085026
Gobiidae	Tasmanogobius	gloveri	37428261
Syngnathidae	Hippocampus	tristis	37282117
Lutjanidae	Lutjanus	carponotatus	37346011
Lutjanidae	Lutjanus	timoriensis	37346057
Gempylidae	Promethichthys	prometheus	37439013
Monacanthidae	Acreichthys	radiatus	37465044
Sillaginidae	Sillago	flindersi	37330014
Uranoscopidae	Xenocephalus	australiensis	37400020
Sparidae	Sparidentex	hasta	37353017
Platycephalidae	Platycephalus	marmoratus	37296038
Caesionidae	Dipterygonotus	balteatus	37346013
Monacanthidae	Thamnaconus	degeni	37465037
Pomacentridae	Plectroglyphidodon	leucozonus	37372102
Macrouridae	Coelorinchus	gaesorhynchus	37232107
Macrouridae	Kuronezumia	bubonis	37232061
Ogcocephalidae	Halicmetus	ruber	37212022
Microdesmidae	Aioliops	novaeguineaensis	37435025
Setarchidae	Setarches	guentheri	37287047
Gobiidae	Periophthalmodon	freycineti	37428375
Pinguipedidae	Parapercis	striolata	37390007
Soleidae	Heteromycteris	hartzfeldi	37462042
Exocoetidae	Cheilopogon	cyanopterus	37233005
Labridae	Thalassoma	nigrofasciatum	37384196
Kyphosidae	Kyphosus	vaigiensis	37361014
Labridae	Iniistius	aneitensis	37384176
Gerreidae	Gerres	erythrourus	37349007
Clinidae	Heteroclinus	johnstoni	37416011
Tetraodontidae	Arothron	reticularis	37467021
Champsodontidae	Champsodon	vorax	37401011
Carangidae	Selaroides	leptolepis	37337015
Chaetodontidae	Chaetodon	plebeius	37365050
Gobiidae	Lubricogobius	ornatus	37428184
Soleidae	Pseudaesopia	japonica	37462044
Synodontidae	Saurida	nebulosa	37118027
Apogonidae	Ostorhinchus	neotes	37327150
Callionymidae	Repomucenus	filamentosus	37427040
Clinidae	Cristiceps	argyropleura	37416006
Ophichthidae	Xyrias	revulsus	37068052
Moronidae	Lateolabrax	japonicus	37311169
Soleidae	Liachirus	whitleyi	37462041
Latidae	Psammoperca	waigiensis	37310001
Carangidae	Atropus	hedlandensis	37337042
Nemipteridae	Parascolopsis	inermis	37347041
Myctophidae	Hygophum	macrochir	37122092
Pomacentridae	Pristotis	obtusirostris	37372001
Centriscidae	Centriscus	cristatus	37280002
Bothidae	Parabothus	taiwanensis	37460079
Trichonotidae	Trichonotus	elegans	37394004
Mobulidae	Mobula	alfredi	37041005
Synanceiidae	Inimicus	didactylus	37287028
Opistognathidae	Opistognathus	castelnaui	37388012
Syngnathidae	Hippocampus	grandiceps	37282126
Cynoglossidae	Cynoglossus	maccullochi	37463024
Syngnathidae	Hippocampus	biocellatus	37282115
Colocongridae	Coloconger	scholesi	37067034
Percichthyidae	Macquaria	novemaculeata	37311034
Uranoscopidae	Pleuroscopus	pseudodorsalis	37400005
Platycephalidae	Cymbacephalus	bosschei	37296031
Paraulopidae	Paraulopus	nigripinnis	37120001
Percophidae	Bembrops	filifera	37393005
Gobiidae	Amblyeleotris	rubrimarginata	37428359
Serranidae	Selenanthias	analis	37311049
Platytroctidae	Maulisia	acuticeps	37115005
Nemipteridae	Nemipterus	tambuloides	37347040
Malacanthidae	Branchiostegus	paxtoni	37331004
Macrouridae	Mataeocephalus	kotlyari	37232087
Centrolophidae	Pseudoicichthys	australis	37445015
Chaetodontidae	Chaetodon	auriga	37365019
Pomacanthidae	Centropyge	nox	37365030
Labridae	Choerodon	typus	37384014
Carcharhinidae	Loxodon	macrorhinus	37018005
Ophidiidae	Neobythites	australiensis	37228055
Gobiidae	Amblygobius	sphynx	37428050
Macrouridae	Odontomacrurus	murrayi	37232041
Arhynchobatidae	Bathyraja	eatonii	37031750
Apogonidae	Pristiapogon	fraenatus	37327057
Leiognathidae	Deveximentum	megalolepis	37341022
Etmopteridae	Etmopterus	dianthus	37020029
Apogonidae	Apogonichthyoides	umbratilis	37327166
Apogonidae	Apogon	caudicinctus	37327165
Lophiidae	Lophiodes	endoi	37208007
Soleidae	Aseraggodes	crypticus	37462056
Platycephalidae	Rogadius	mcgroutheri	37296056
Acropomatidae	Doederleinia	berycoides	37311025
Apogonidae	Apogonichthyoides	miniatus	37327168
Macrouridae	Hymenogadus	gracilis	37232056
Draconettidae	Centrodraco	atrifilum	37427054
Arhynchobatidae	Notoraja	sticta	37031020
Arhynchobatidae	Irolita	westraliensis	37031017
Tetrarogidae	Neocentropogon	aeglefinus	37287034
Urolophidae	Urolophus	gigas	37038003
Lethrinidae	Lethrinus	xanthochilus	37351020
Triacanthidae	Tripodichthys	angustifrons	37464007
Soleidae	Aseraggodes	dubius	37462048
Ophidiidae	Glyptophidium	japonicum	37228011
Serranidae	Plectranthias	nanus	37311109
Blenniidae	Ecsenius	trilineatus	37408089
Pomacentridae	Dischistodus	perspicillatus	37372078
Gobiidae	Trimma	maiandros	37428404
Aploactinidae	Pseudopataecus	taenianotus	37290015
Tetrarogidae	Liocranium	praepositum	37287130
Scorpaenidae	Pteroidichthys	noronhai	37287134
Pomacanthidae	Pomacanthus	imperator	37365014
Gobiidae	Asterropteryx	semipunctata	37428058
Atherinidae	Atherion	elymus	37246012
Scyliorhinidae	Cephaloscyllium	laticeps	37015001
Aplodactylidae	Aplodactylus	lophodon	37376002
Blenniidae	Plagiotremus	rhinorhynchos	37408004
Rajidae	Amblyraja	hyperborea	37031041
Serrivomeridae	Serrivomer	beanii	37075001
Mullidae	Parupeneus	heptacanthus	37355004
Mullidae	Parupeneus	barberinus	37355022
Tetraodontidae	Tylerius	spinosissimus	37467022
Ostraciidae	Lactoria	cornuta	37466004
Pomacentridae	Dischistodus	prosopotaenia	37372079
Pomacentridae	Mecaenichthys	immaculatus	37372083
Pomacentridae	Chrysiptera	taupou	37372070
Congrogadidae	Congrogadus	subducens	37411004
Phosichthyidae	Polymetme	surugaensis	37106028
Pinguipedidae	Parapercis	haackei	37390004
Carangidae	Pseudocaranx	georgianus	37337062
Gymnuridae	Gymnura	australis	37037001
Uranoscopidae	Xenocephalus	armatus	37400001
Pomacentridae	Amphiprion	melanopus	37372024
Tetraodontidae	Omegophora	armilla	37467002
Neosebastidae	Neosebastes	scorpaenoides	37287005
Gobiidae	Acentrogobius	caninus	37428019
Carangidae	Pseudocaranx	wrighti	37337063
Gobiidae	Callogobius	clitellus	37428086
Astronesthidae	Astronesthes	indopacificus	37108004
Echinorhinidae	Echinorhinus	cookei	37022002
Gobiidae	Valenciennea	longipinnis	37428282
Melanostomiidae	Bathophilus	abarbatus	37109001
Labridae	Xenojulis	margaritaceus	37384175
Somniosidae	Scymnodalatias	sherwoodi	37020052
Serranidae	Pseudanthias	georgei	37311093
Serranidae	Plectranthias	robertsi	37311180
Chaetodontidae	Chaetodon	ephippium	37365037
Chaetodontidae	Chaetodon	semeion	37365055
Myctophidae	Benthosema	suborbitale	37122024
Cheilodactylidae	Nemadactylus	douglasii	37377002
Pomacanthidae	Pomacanthus	sexstriatus	37365010
Gobiidae	Valenciennea	strigata	37428286
Melamphaidae	Sio	nordenskjoldii	37251007
Apogonidae	Nectamia	fusca	37327059
Exocoetidae	Cheilopogon	olgae	37233028
Labridae	Bodianus	bilunulatus	37384054
Pomacentridae	Chromis	sahulensis	37372004
Labridae	Cirrhilabrus	temminckii	37384085
Percophidae	Chrionema	chlorotaenia	37393003
Pomacentridae	Chrysiptera	talboti	37372069
Myctophidae	Protomyctophum	subparallelum	37122068
Carangidae	Selar	crumenophthalmus	37337009
Labridae	Coris	pictoides	37384096
Labridae	Oxycheilinus	bimaculatus	37384063
Ophiclinidae	Ophiclinops	pardalis	37414001
Syngnathidae	Bulbonaricus	brauni	37282037
Ophidiidae	Bassozetus	compressus	37228050
Tripterygiidae	Lepidoblennius	haplodactylus	37415020
Blenniidae	Omobranchus	ferox	37408060
Uranoscopidae	Ichthyscopus	spinosus	37400006
Monacanthidae	Meuschenia	scabra	37465005
Carapidae	Encheliophis	vermicularis	37229009
Tetraodontidae	Torquigener	whitleyi	37467028
Mullidae	Upeneus	tragula	37355014
Centrophoridae	Centrophorus	squamosus	37020009
Scombridae	Rastrelliger	kanagurta	37441012
Blenniidae	Omobranchus	robertsi	37408092
Ophiclinidae	Peronedys	anguillaris	37414012
Haemulidae	Pomadasys	trifasciatus	37350008
Haemulidae	Plectorhinchus	lineatus	37350022
Pomacentridae	Stegastes	apicalis	37372131
Platycephalidae	Thysanophrys	cirronasus	37296045
Rhinidae	Rhina	ancylostomus	37026002
Tripterygiidae	Enneapterygius	clea	37415036
Champsodontidae	Champsodon	sagittus	37401009
Brachionichthyidae	Sympterichthys	moultoni	37209016
Pomacentridae	Pomacentrus	lepidogenys	37372114
Scombridae	Gymnosarda	unicolor	37441029
Mullidae	Parupeneus	chrysopleuron	37355016
Ophiclinidae	Ophiclinus	ningulus	37414003
Syngnathidae	Hippocampus	breviceps	37282026
Serranidae	Plectranthias	japonicus	37311027
Scombridae	Scomberomorus	queenslandicus	37441014
Leptobramidae	Leptobrama	muelleri	37357012
Pseudochromidae	Pseudoplesiops	wassi	37313032
Labridae	Thalassoma	amblycephalum	37384164
Gobiidae	Psilogobius	prolatus	37428242
Syngnathidae	Hippocampus	whitei	37282027
Gobiidae	Amblyeleotris	gymnocephala	37428037
Gobiidae	Priolepis	cincta	37428236
Brachionichthyidae	Pezichthys	eltanini	37209013
Opisthoproctidae	Monacoa	griseus	37099001
Tetrarogidae	Cottapistus	cottoides	37287014
Brachionichthyidae	Thymichthys	verrucosus	37209001
Serranidae	Epinephelus	magniscuttis	37311173
Muraenidae	Gymnothorax	obesus	37060063
Tripterygiidae	Trinorfolkia	incisa	37415024
Toxotidae	Toxotes	jaculatrix	37359002
Ephippidae	Platax	teira	37362004
Apogonidae	Siphamia	majimai	37327117
Soleidae	Dexillus	muelleri	37462007
Scorpaenidae	Parascorpaena	aurita	37287061
Synodontidae	Synodus	jaculum	37118015
Callionymidae	Pterosynchiropus	occidentalis	37427033
Syngnathidae	Haliichthys	taeniophorus	37282007
Eleotridae	Calumia	profunda	37429048
Trachipteridae	Zu	cristatus	37271003
Ariidae	Hemiarius	dioctes	37188016
Syngnathidae	Festucalex	gibbsi	37282062
Syngnathidae	Bhanotia	fasciolata	37282104
Echeneidae	Remora	remora	37336002
Tetraodontidae	Arothron	hispidus	37467033
Acanthuridae	Naso	fageni	37437027
Myctophidae	Diaphus	problematicus	37122089
Belonidae	Tylosurus	punctulatus	37235006
Carangidae	Pantolabus	radiatus	37337047
Synodontidae	Saurida	longimanus	37118014
Melanostomiidae	Melanostomias	globulifer	37109022
Microdesmidae	Ptereleotris	monoptera	37435020
Acanthuridae	Naso	brachycentron	37437025
Monacanthidae	Cantherhines	dumerilii	37465050
Monacanthidae	Eubalichthys	cyanoura	37465055
Chaetodontidae	Chelmon	muelleri	37365015
Gobiidae	Amblygobius	bynoensis	37428045
Gobiidae	Cryptocentroides	argulus	37428094
Blenniidae	Parablennius	laticlavius	37408090
Moringuidae	Neoconger	tuberculatus	37057004
Gobiidae	Cryptocentrus	inexplicatus	37428100
Lophiidae	Lophiodes	gracilimanus	37208008
Eleotridae	Butis	butis	37429009
Melanostomiidae	Eustomias	macronema	37109015
Syngnathidae	Hippocampus	bleekeri	37282010
Diodontidae	Diodon	hystrix	37469015
Congridae	Ariosoma	scheelei	37067014
Synodontidae	Synodus	oculeus	37118030
Cyematidae	Cyema	atrum	37077001
Congridae	Diploconger	polystigmatus	37067009
Ariidae	Nemapteryx	armiger	37188011
Gobiidae	Mugilogobius	notospilus	37428189
Labridae	Suezichthys	cyanolaemus	37384161
Melanostomiidae	Pachystomias	microdon	37109029
Gonorynchidae	Gonorynchus	greyi	37141001
Clinidae	Heteroclinus	wilsoni	37416016
Blenniidae	Petroscirtes	fallax	37408072
Carangidae	Atropus	aurochs	37337041
Synodontidae	Synodus	hoshinonis	37118010
Clupeidae	Etrumeus	teres	37085001
Melanostomiidae	Eustomias	achirus	37109011
Antennariidae	Antennatus	tuberosus	37210022
Triakidae	Hemitriakis	falcata	37017009
Chaunacidae	Chaunax	endeavouri	37211003
Pentanchidae	Apristurus	bucephalus	37015019
Somniosidae	Somniosus	antarcticus	37020036
Lethrinidae	Monotaxis	heterodon	37351032
Arhynchobatidae	Notoraja	azurea	37031018
Plesiobatidae	Plesiobatis	daviesi	37038023
Alepocephalidae	Rouleina	attrita	37114008
Myctophidae	Metelectrona	ventralis	37122016
Aulopidae	Latropiscis	purpurissatus	37117001
Derichthyidae	Nessorhamphus	danae	37073001
Antennariidae	Antennarius	striatus	37210009
Labridae	Hipposcarus	longiceps	37386008
Syngnathidae	Halicampus	mataafae	37282068
Brachionichthyidae	Brachionichthys	hirsutus	37209002
Sillaginidae	Sillago	sihama	37330006
Ophichthidae	Neenchelys	cheni	37068027
Ophichthidae	Leiuranus	semicinctus	37068018
